alert_id,traveler_id,passport_number,alert_type,severity,issued_by,issued_date,expiry_date,is_active,notes
5950,605,CHN15356154,Smuggling,High,Foreign Government Request,2025-09-12,,0,
5951,101608,ETH37023917,Immigration Violation,High,Punjab Police CTD,2025-07-18,,1,
5952,50083,AFG16556992,Security,High,ANF (Anti-Narcotics Force),2025-12-11,2027-10-29,1,Interpol Red Notice reference: A-9546/2025.
5953,100907,,Immigration Violation,Medium,FIA Cyber Crime Wing,2025-06-06,2027-05-26,0,Multiple entry/exit irregularities within 90-day period.
5954,4175,IRQ38727127,Trafficking,Critical,ANF (Anti-Narcotics Force),2025-02-09,2026-05-30,1,ECL match confirmed during departure screening.
5955,131740,IND47636975,Criminal,High,Sindh Police CTD,2025-09-28,2027-09-05,1,Document discrepancy detected during verification.
5956,93310,LKA21559363,Trafficking,Critical,Ministry of Interior,2025-02-13,2026-01-09,1,
5957,14548,PAK94026333,ECL,Critical,Sindh Police CTD,2025-11-14,,1,Subject used altered travel documents.
5958,96387,PAK90201295,ECL,Critical,IB (Intelligence Bureau),2025-11-19,2026-04-15,1,Interpol Red Notice reference: A-7451/2025.
5959,58404,,Security,High,Interpol NCB Islamabad,2025-09-28,2026-07-12,1,Subject used altered travel documents.
5960,95762,,ECL,Critical,Balochistan Police,2025-10-21,2026-08-23,1,Associated with known smuggling network.
5961,19127,LBY63772628,Security,Medium,IB (Intelligence Bureau),2025-12-21,2027-07-24,1,Interpol Red Notice reference: A-2828/2025.
5962,56595,IND12287977,Security,High,FIA Counter-Terrorism Wing,2025-05-15,2025-10-10,1,Subject identified through biometric cross-match.
5963,86161,AFG24106283,Security,Critical,Foreign Government Request,2025-07-12,,1,Reported by foreign intelligence liaison.
5964,118238,PAK73778138,Smuggling,Critical,FIA Immigration Wing,2025-08-14,2027-05-28,1,Interpol Red Notice reference: A-5631/2025.
5965,56425,PAK94700443,Criminal,High,IB (Intelligence Bureau),2025-05-07,2027-03-01,1,Alert raised based on travel pattern analysis.
5966,35416,PAK91459747,Immigration Violation,High,Interpol NCB Islamabad,2025-11-27,2027-08-09,1,Subject linked to ongoing investigation case #81971.
5967,42307,PAK58342752,Immigration Violation,Medium,Foreign Government Request,2025-08-26,2026-10-23,1,
5968,44255,AFG56856312,Security,High,Interpol NCB Islamabad,2025-10-28,,1,Interpol Red Notice reference: A-8537/2025.
5969,15865,SOM26806610,Interpol,Critical,FIA Immigration Wing,2025-12-03,2027-03-30,1,Multiple entry/exit irregularities within 90-day period.
5970,138208,ETH94353980,Immigration Violation,Low,NACTA,2025-07-08,2027-04-08,1,Interpol Red Notice reference: A-3339/2025.
5971,58500,PAK68217401,Trafficking,High,Balochistan Police,2025-09-09,2026-07-16,1,Associated with known smuggling network.
5972,138853,PAK44940711,Lost Document,Low,IB (Intelligence Bureau),2025-08-04,,1,Financial transaction monitoring triggered alert.
5973,104547,PAK60963690,Immigration Violation,Medium,IB (Intelligence Bureau),2025-11-11,2026-12-09,1,Financial transaction monitoring triggered alert.
5974,140534,LBY17809900,Immigration Violation,Low,ISI,2025-03-21,2026-08-28,1,Subject used altered travel documents.
5975,11588,AFG15305208,Lost Document,Medium,ISI,2025-05-19,2025-10-09,1,Document discrepancy detected during verification.
5976,21566,AFG76940777,Interpol,High,ISI,2025-02-25,2026-06-05,1,Alert raised based on travel pattern analysis.
5977,40127,BGD83932444,Lost Document,Low,ISI,2025-03-28,2027-01-08,1,Repeated visa violations across multiple jurisdictions.
5978,3816,PAK20548965,ECL,Critical,ISI,2025-06-21,2026-07-20,1,ECL match confirmed during departure screening.
5979,118575,PSE12396416,Criminal,Medium,Ministry of Interior,2025-05-23,2026-07-04,1,Financial transaction monitoring triggered alert.
5980,147117,PAK82695789,ECL,Medium,UNHCR Referral,2025-08-19,2027-07-24,1,Associated with known smuggling network.
5981,46763,,ECL,High,ANF (Anti-Narcotics Force),2025-05-28,2026-04-17,1,
5982,31641,AFG92156420,Lost Document,Medium,FIA Cyber Crime Wing,2025-08-06,2027-08-06,1,Associated with known smuggling network.
5983,21645,SOM25590794,Security,Critical,KP Police CTD,2025-12-06,2027-02-06,1,Subject identified through biometric cross-match.
5984,28453,SDN82491764,Criminal,Medium,FIA Counter-Terrorism Wing,2025-01-13,,1,Subject used altered travel documents.
5985,91108,PAK54412271,Immigration Violation,Critical,Sindh Police CTD,2025-11-07,2026-06-14,0,Interpol Red Notice reference: A-3636/2025.
5986,15239,PAK75515725,Security,High,FIA Immigration Wing,2025-10-20,2027-07-04,1,Interpol Red Notice reference: A-8151/2025.
5987,137274,PAK21339497,Fraud,High,KP Police CTD,2025-09-05,,1,Reported by foreign intelligence liaison.
5988,29314,AFG32905015,Interpol,Critical,FIA Immigration Wing,2025-03-13,2026-07-25,1,Alert raised based on travel pattern analysis.
5989,58683,PAK13177974,Trafficking,Medium,NACTA,2025-01-20,2025-12-19,1,
5990,91422,SOM81488722,Criminal,Low,FIA Immigration Wing,2025-10-27,2026-04-17,1,ECL match confirmed during departure screening.
5991,4742,TJK21464614,Criminal,Medium,IB (Intelligence Bureau),2025-11-10,2026-02-08,1,Financial transaction monitoring triggered alert.
5992,12471,PAK38936057,ECL,High,Ministry of Interior,2025-10-01,2027-08-05,1,Repeated visa violations across multiple jurisdictions.
5993,30166,AFG78641248,Fraud,Medium,Sindh Police CTD,2025-08-21,2026-10-20,1,Subject flagged during routine screening at Islamabad Airport.
5994,54258,SOM51043037,Immigration Violation,High,Border Security Force,2025-09-24,2026-08-13,1,Subject flagged during routine screening at Torkham Border.
5995,112256,SSD23872324,Security,Critical,Foreign Government Request,2025-09-01,2026-02-02,1,Repeated visa violations across multiple jurisdictions.
5996,67590,PAK77237008,Immigration Violation,Medium,FIA Immigration Wing,2025-11-12,2026-02-11,0,Reported by foreign intelligence liaison.
5997,40202,PAK12759148,Criminal,Low,ANF (Anti-Narcotics Force),2025-11-28,,1,Subject identified through biometric cross-match.
5998,44467,PAK50116156,ECL,Medium,Interpol NCB Islamabad,2025-12-14,,1,Repeated visa violations across multiple jurisdictions.
5999,94690,PAK43443800,Trafficking,Critical,Punjab Police CTD,2025-04-10,2026-12-04,1,Multiple entry/exit irregularities within 90-day period.
6000,5303,SYR26675138,Interpol,High,Interpol NCB Islamabad,2025-01-10,2026-01-31,1,
6001,56952,,Immigration Violation,Medium,Border Security Force,2025-05-08,2027-01-16,0,Financial transaction monitoring triggered alert.
6002,148356,IRQ71567719,Interpol,High,Border Security Force,2025-12-21,,1,Interpol Red Notice reference: A-6403/2025.
6003,14610,,Smuggling,Medium,FIA Counter-Terrorism Wing,2025-11-28,2027-07-31,1,Repeated visa violations across multiple jurisdictions.
6004,126207,IRQ10192295,Security,Critical,Balochistan Police,2025-12-15,2027-07-18,0,Associated with known smuggling network.
6005,38834,IND36966291,Fraud,High,FIA Immigration Wing,2025-08-24,2026-08-04,1,Subject flagged during routine screening at Jinnah International.
6006,60388,AFG15918160,Interpol,High,FIA Cyber Crime Wing,2025-09-12,2026-05-12,1,Tip-off received from confidential informant.
6007,70646,TJK88442180,Security,High,Punjab Police CTD,2025-10-05,2027-03-10,1,Associated with known smuggling network.
6008,89034,LBY30080770,Fraud,Medium,NACTA,2025-04-10,2026-07-22,1,Repeated visa violations across multiple jurisdictions.
6009,30907,PAK21945229,Criminal,Critical,Interpol NCB Islamabad,2025-03-21,2026-09-26,1,Subject linked to ongoing investigation case #66812.
6010,82292,PAK90254373,Criminal,Medium,Balochistan Police,2025-09-12,2026-03-09,1,Subject identified through biometric cross-match.
6011,41397,PAK78144572,Security,Medium,FIA Cyber Crime Wing,2025-10-10,,1,Subject identified through biometric cross-match.
6012,60851,,Criminal,Critical,UNHCR Referral,2025-08-23,2026-07-11,1,
6013,141025,PAK79357836,Fraud,High,NAB (National Accountability Bureau),2025-07-22,2025-12-03,1,Associated with known smuggling network.
6014,123286,PAK32580538,Immigration Violation,High,Foreign Government Request,2025-12-27,2026-12-05,1,ECL match confirmed during departure screening.
6015,109022,SYR36995403,Immigration Violation,Low,FIA Counter-Terrorism Wing,2025-07-16,,1,
6016,123409,PAK76800839,Criminal,Critical,KP Police CTD,2025-11-27,2027-03-04,1,
6017,42421,PAK28176873,Immigration Violation,High,UNHCR Referral,2025-11-15,2027-01-21,1,Reported by foreign intelligence liaison.
6018,121864,SOM24315304,Criminal,Critical,KP Police CTD,2025-09-22,2026-09-11,1,Tip-off received from confidential informant.
6019,86447,AFG41502220,Security,High,Balochistan Police,2025-02-26,2025-12-05,1,Subject used altered travel documents.
6020,32380,AFG56074717,Fraud,Low,NAB (National Accountability Bureau),2025-12-18,,1,
6021,128932,PAK74508764,ECL,Critical,ISI,2025-10-26,2027-07-09,1,
6022,128485,PAK20751509,ECL,High,IB (Intelligence Bureau),2025-11-19,2026-02-21,1,Associated with known smuggling network.
6023,829,AFG52590946,Immigration Violation,High,NACTA,2025-12-26,,1,Subject used altered travel documents.
6024,111961,PHL29240338,Security,Medium,FIA Cyber Crime Wing,2025-05-25,2026-10-27,1,Subject linked to ongoing investigation case #76745.
6025,100158,,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-10-17,,0,Reported by foreign intelligence liaison.
6026,143047,JPN35739114,Criminal,High,FIA Cyber Crime Wing,2025-08-26,2026-08-03,0,Tip-off received from confidential informant.
6027,67545,AFG43306041,Immigration Violation,Low,UNHCR Referral,2025-12-28,2026-12-08,0,Interpol Red Notice reference: A-9385/2025.
6028,147862,CHN45073157,Immigration Violation,Medium,Interpol NCB Islamabad,2025-03-15,2026-12-09,1,Associated with known smuggling network.
6029,51927,PAK96253766,Lost Document,Low,KP Police CTD,2025-04-15,2026-11-20,0,ECL match confirmed during departure screening.
6030,53763,AFG82500983,Interpol,High,IB (Intelligence Bureau),2025-04-03,2025-11-29,1,Financial transaction monitoring triggered alert.
6031,60637,AFG32752152,Interpol,Critical,IB (Intelligence Bureau),2025-02-13,2027-01-20,1,Reported by foreign intelligence liaison.
6032,36088,TUR98704332,Immigration Violation,High,Sindh Police CTD,2025-10-25,2027-06-02,1,Subject linked to ongoing investigation case #46440.
6033,92541,LBY43364206,Immigration Violation,High,FIA Cyber Crime Wing,2025-05-12,2027-04-06,0,Alert raised based on travel pattern analysis.
6034,16628,AFG26403396,Interpol,High,FIA Counter-Terrorism Wing,2025-02-14,2026-03-09,0,Multiple entry/exit irregularities within 90-day period.
6035,84598,PAK43534101,Security,Critical,ANF (Anti-Narcotics Force),2025-07-20,2026-09-22,0,Financial transaction monitoring triggered alert.
6036,34433,IRQ63727024,Criminal,High,Sindh Police CTD,2025-10-25,2027-10-22,1,
6037,10516,SYR28010004,Criminal,Medium,NAB (National Accountability Bureau),2025-09-09,2026-09-10,1,Multiple entry/exit irregularities within 90-day period.
6038,100631,SAU79611217,Immigration Violation,Critical,FIA Counter-Terrorism Wing,2025-06-03,2026-02-21,1,Subject flagged during routine screening at Islamabad Airport.
6039,149234,BGD63972872,Security,Medium,NACTA,2025-10-17,2027-10-11,0,Interpol Red Notice reference: A-1533/2025.
6040,72613,,Interpol,High,Foreign Government Request,2025-09-07,2027-07-04,0,Subject used altered travel documents.
6041,134939,LKA85883377,Lost Document,Low,IB (Intelligence Bureau),2025-08-17,2025-12-04,1,ECL match confirmed during departure screening.
6042,48015,AFG88920838,Criminal,Medium,ISI,2025-06-18,,1,Associated with known smuggling network.
6043,41591,AFG18254334,Security,Low,Balochistan Police,2025-09-27,2026-11-11,1,Document discrepancy detected during verification.
6044,36097,SYR14362024,Interpol,High,ISI,2025-06-27,2027-03-27,1,
6045,42660,AFG73448630,Interpol,Critical,Balochistan Police,2025-06-17,2026-11-30,1,
6046,44126,PAK57975379,ECL,High,NAB (National Accountability Bureau),2025-05-17,2026-09-27,0,Subject used altered travel documents.
6047,138579,PSE39770249,Security,Medium,Foreign Government Request,2025-06-17,2026-01-16,1,ECL match confirmed during departure screening.
6048,109602,YEM66939851,Security,High,UNHCR Referral,2025-06-28,,0,Subject used altered travel documents.
6049,34970,YEM87669263,Immigration Violation,High,KP Police CTD,2025-08-20,2027-03-04,1,Reported by foreign intelligence liaison.
6050,73087,PAK54432488,ECL,Critical,Balochistan Police,2025-07-12,2026-05-03,1,Repeated visa violations across multiple jurisdictions.
6051,44817,YEM63435980,Immigration Violation,High,Sindh Police CTD,2025-12-02,2027-07-13,0,Subject identified through biometric cross-match.
6052,132309,,Security,High,Sindh Police CTD,2025-08-01,2026-08-09,1,Repeated visa violations across multiple jurisdictions.
6053,2436,BGD51430031,Fraud,Medium,ANF (Anti-Narcotics Force),2025-10-03,2027-10-01,1,Tip-off received from confidential informant.
6054,111228,CHN20283550,Fraud,High,Foreign Government Request,2025-06-16,2025-09-23,1,Reported by foreign intelligence liaison.
6055,24736,SYR11336806,Immigration Violation,Medium,Punjab Police CTD,2025-10-03,,0,Interpol Red Notice reference: A-8279/2025.
6056,78799,PSE58778583,Interpol,Low,IB (Intelligence Bureau),2025-03-22,2026-03-05,1,ECL match confirmed during departure screening.
6057,19969,LKA45707458,Immigration Violation,Medium,UNHCR Referral,2025-08-24,2027-02-17,1,
6058,38655,AFG63764464,Immigration Violation,Medium,ISI,2025-07-06,2026-03-29,1,Tip-off received from confidential informant.
6059,72210,PAK13930752,ECL,Critical,NACTA,2025-05-17,,1,Interpol Red Notice reference: A-3336/2025.
6060,1799,AFG38281706,Immigration Violation,Medium,FIA Cyber Crime Wing,2025-04-15,,1,
6061,50663,SSD56526102,Interpol,Critical,Balochistan Police,2025-07-15,,1,Alert raised based on travel pattern analysis.
6062,55763,IND36183129,Fraud,Medium,Foreign Government Request,2025-06-05,2025-11-04,0,Document discrepancy detected during verification.
6063,82630,AFG85721040,Security,Medium,FIA Immigration Wing,2025-11-13,2027-10-24,1,Repeated visa violations across multiple jurisdictions.
6064,14137,IRQ32715805,Criminal,Critical,FIA Cyber Crime Wing,2025-03-25,,0,Document discrepancy detected during verification.
6065,60366,AFG57873618,Lost Document,Medium,Interpol NCB Islamabad,2025-12-13,2027-02-03,1,ECL match confirmed during departure screening.
6066,103529,IND93243279,Smuggling,High,FIA Immigration Wing,2025-03-27,2027-03-19,1,Subject identified through biometric cross-match.
6067,44034,AFG26834972,Security,High,FIA Counter-Terrorism Wing,2025-07-11,2026-06-19,1,Associated with known smuggling network.
6068,91068,MMR19951958,Interpol,Critical,IB (Intelligence Bureau),2025-11-07,2026-03-06,1,Interpol Red Notice reference: A-1103/2025.
6069,687,PAK73912828,Immigration Violation,Medium,NAB (National Accountability Bureau),2025-07-25,2026-12-27,1,Associated with known smuggling network.
6070,46103,AFG68181538,Interpol,Critical,ANF (Anti-Narcotics Force),2025-01-21,2026-09-24,1,Document discrepancy detected during verification.
6071,33480,AFG16232662,Security,Critical,NACTA,2025-05-15,2025-12-01,0,Subject used altered travel documents.
6072,57878,SSD72823661,Security,High,Border Security Force,2025-07-15,2026-09-30,1,ECL match confirmed during departure screening.
6073,12932,PAK32844086,Immigration Violation,High,FIA Counter-Terrorism Wing,2025-04-03,2026-05-04,1,Subject linked to ongoing investigation case #18299.
6074,26502,PAK70008631,Immigration Violation,Low,FIA Cyber Crime Wing,2025-01-09,2025-06-13,1,Tip-off received from confidential informant.
6075,33119,AFG76481768,Interpol,High,Ministry of Interior,2025-09-09,2027-03-03,1,Associated with known smuggling network.
6076,32726,AFG35520792,Immigration Violation,Medium,NACTA,2025-03-05,2025-10-23,0,Multiple entry/exit irregularities within 90-day period.
6077,114387,EGY51812693,Immigration Violation,Low,UNHCR Referral,2025-01-13,2026-04-21,1,Multiple entry/exit irregularities within 90-day period.
6078,83060,TUR24826518,Criminal,Critical,Interpol NCB Islamabad,2025-03-18,2025-12-20,1,
6079,37800,LBY91906473,Criminal,Critical,Sindh Police CTD,2025-09-10,2026-01-01,1,Subject flagged during routine screening at Chaman Border.
6080,133743,PAK80861809,Immigration Violation,Medium,ISI,2025-06-27,2026-03-23,1,Subject flagged during routine screening at Islamabad Airport.
6081,24745,AFG98607805,Trafficking,High,Punjab Police CTD,2025-09-07,2027-08-21,1,Subject flagged during routine screening at Allama Iqbal Airport.
6082,28310,PAK28900856,Immigration Violation,Medium,Border Security Force,2025-04-01,2025-07-05,1,Reported by foreign intelligence liaison.
6083,80493,PAK31120283,Fraud,High,FIA Immigration Wing,2025-05-02,2027-03-27,1,Repeated visa violations across multiple jurisdictions.
6084,83886,PAK37416479,ECL,Critical,Foreign Government Request,2025-04-13,,1,
6085,29881,YEM61206882,Security,High,Ministry of Interior,2025-06-09,,1,Subject flagged during routine screening at Chaman Border.
6086,149145,BGD53887341,Trafficking,Medium,Border Security Force,2025-06-18,,1,ECL match confirmed during departure screening.
6087,13739,PAK39784182,Trafficking,Critical,Balochistan Police,2025-07-12,2027-02-26,0,ECL match confirmed during departure screening.
6088,30573,AFG47531092,Criminal,High,FIA Immigration Wing,2025-12-06,2027-07-13,0,Multiple entry/exit irregularities within 90-day period.
6089,142432,AFG14723368,Security,High,FIA Counter-Terrorism Wing,2025-12-21,2026-08-31,1,Repeated visa violations across multiple jurisdictions.
6090,33292,AFG42645115,Immigration Violation,Medium,Sindh Police CTD,2025-12-21,,1,Document discrepancy detected during verification.
6091,51650,IRN27772218,Security,High,Sindh Police CTD,2025-03-22,2027-01-15,1,Financial transaction monitoring triggered alert.
6092,12685,,Immigration Violation,Low,IB (Intelligence Bureau),2025-08-03,2026-02-21,1,Subject flagged during routine screening at Chaman Border.
6093,120155,AFG84719940,Criminal,High,Interpol NCB Islamabad,2025-05-21,2027-02-09,1,Associated with known smuggling network.
6094,1525,AFG55444584,Security,Low,NAB (National Accountability Bureau),2025-07-07,2025-11-18,1,Financial transaction monitoring triggered alert.
6095,91505,PAK85997890,Lost Document,Critical,KP Police CTD,2025-08-13,2026-08-08,1,
6096,124166,,Fraud,Medium,ANF (Anti-Narcotics Force),2025-08-27,2026-03-06,0,ECL match confirmed during departure screening.
6097,81699,PAK58365878,ECL,Critical,Punjab Police CTD,2025-04-15,2026-02-26,1,Financial transaction monitoring triggered alert.
6098,2607,PAK98167794,Criminal,High,Sindh Police CTD,2025-02-28,2026-10-24,0,Subject used altered travel documents.
6099,65239,IND60227088,Immigration Violation,Medium,Interpol NCB Islamabad,2025-12-17,,0,Subject identified through biometric cross-match.
6100,51953,PAK69557898,Security,Low,Border Security Force,2025-03-05,2025-07-08,1,Subject linked to ongoing investigation case #61436.
6101,4225,AFG96698290,Security,High,Interpol NCB Islamabad,2025-12-06,,0,Multiple entry/exit irregularities within 90-day period.
6102,67419,AFG11521871,Immigration Violation,Medium,NACTA,2025-03-04,2027-01-08,1,Tip-off received from confidential informant.
6103,85536,PAK52258660,Criminal,High,Border Security Force,2025-11-02,2027-01-26,1,Multiple entry/exit irregularities within 90-day period.
6104,73867,PAK34663411,Fraud,High,Ministry of Interior,2025-10-15,,1,Reported by foreign intelligence liaison.
6105,2952,SOM91811609,Immigration Violation,High,NACTA,2025-10-25,2027-09-07,0,Multiple entry/exit irregularities within 90-day period.
6106,47066,PAK34627865,Immigration Violation,Low,ANF (Anti-Narcotics Force),2025-08-07,2027-07-10,1,
6107,127418,LKA49036765,Lost Document,High,Sindh Police CTD,2025-04-15,2027-03-11,1,
6108,47699,AFG16836789,Immigration Violation,High,Border Security Force,2025-12-20,2026-04-27,1,Subject used altered travel documents.
6109,77315,PAK74105473,Security,Critical,KP Police CTD,2025-01-05,2026-06-20,1,Subject used altered travel documents.
6110,51720,,Immigration Violation,Medium,Punjab Police CTD,2025-08-22,2026-12-14,0,
6111,59552,PSE57793275,Interpol,High,NACTA,2025-10-22,,1,Repeated visa violations across multiple jurisdictions.
6112,142703,PAK11735786,ECL,Critical,ANF (Anti-Narcotics Force),2025-06-08,2026-05-22,1,Associated with known smuggling network.
6113,88086,AFG60161585,Fraud,Low,NAB (National Accountability Bureau),2025-02-19,2025-07-06,0,Document discrepancy detected during verification.
6114,14410,MMR43089834,Interpol,Critical,KP Police CTD,2025-08-05,,0,ECL match confirmed during departure screening.
6115,63256,AUS57254294,Lost Document,Medium,KP Police CTD,2025-05-05,2025-08-04,0,Repeated visa violations across multiple jurisdictions.
6116,135742,FRA74304348,Trafficking,High,KP Police CTD,2025-07-01,2026-06-25,1,Document discrepancy detected during verification.
6117,85214,PAK36499119,Fraud,Critical,ANF (Anti-Narcotics Force),2025-11-19,2027-01-26,1,Repeated visa violations across multiple jurisdictions.
6118,46957,YEM32432339,Security,Critical,FIA Immigration Wing,2025-08-15,2026-07-17,1,Tip-off received from confidential informant.
6119,115982,PAK96991712,ECL,High,Balochistan Police,2025-10-20,2027-03-02,1,Repeated visa violations across multiple jurisdictions.
6120,122235,YEM56776814,Immigration Violation,High,Interpol NCB Islamabad,2025-12-06,2027-09-08,1,Repeated visa violations across multiple jurisdictions.
6121,19750,PAK10464136,ECL,Critical,Balochistan Police,2025-02-23,2026-02-15,1,Interpol Red Notice reference: A-4716/2025.
6122,124494,AFG35946485,Trafficking,High,NAB (National Accountability Bureau),2025-01-27,,1,Tip-off received from confidential informant.
6123,94313,PAK90473133,Criminal,High,NACTA,2025-04-25,,1,Associated with known smuggling network.
6124,28435,PAK64055844,Trafficking,High,KP Police CTD,2025-12-28,2026-12-05,1,Multiple entry/exit irregularities within 90-day period.
6125,67438,AFG67630874,Criminal,High,Border Security Force,2025-01-02,2026-09-05,1,Associated with known smuggling network.
6126,52205,IND14337181,Fraud,Critical,NAB (National Accountability Bureau),2025-05-20,2025-11-29,1,Alert raised based on travel pattern analysis.
6127,16474,PAK46657808,ECL,Critical,IB (Intelligence Bureau),2025-03-17,2025-11-16,1,Interpol Red Notice reference: A-8980/2025.
6128,85061,YEM80168969,Security,Critical,Balochistan Police,2025-08-20,2026-03-02,1,Tip-off received from confidential informant.
6129,89794,BGD83558638,Lost Document,Medium,FIA Counter-Terrorism Wing,2025-10-14,,1,Tip-off received from confidential informant.
6130,116123,PAK73877797,Criminal,High,Sindh Police CTD,2025-11-22,2027-10-11,1,Associated with known smuggling network.
6131,144241,AFG53737340,Security,High,Sindh Police CTD,2025-03-28,2026-12-24,1,Subject linked to ongoing investigation case #66309.
6132,77034,SSD68140896,Security,Critical,Punjab Police CTD,2025-10-25,,1,Financial transaction monitoring triggered alert.
6133,103670,LKA50499230,Security,High,Punjab Police CTD,2025-08-17,,1,ECL match confirmed during departure screening.
6134,59276,IND39867915,Lost Document,Low,Sindh Police CTD,2025-03-09,,1,Multiple entry/exit irregularities within 90-day period.
6135,87873,BGD37752724,Immigration Violation,Low,Border Security Force,2025-12-21,2026-06-05,1,Financial transaction monitoring triggered alert.
6136,111784,PAK13931860,Trafficking,Critical,ANF (Anti-Narcotics Force),2025-09-23,,1,Interpol Red Notice reference: A-2269/2025.
6137,30424,AFG15104689,Security,High,Foreign Government Request,2025-10-21,2026-10-18,1,Interpol Red Notice reference: A-5958/2025.
6138,116723,PAK78545855,Immigration Violation,Critical,Punjab Police CTD,2025-05-06,2027-03-03,1,Multiple entry/exit irregularities within 90-day period.
6139,63175,AFG15007300,Lost Document,Medium,NAB (National Accountability Bureau),2025-09-19,,1,Associated with known smuggling network.
6140,140083,IND43578084,Lost Document,Low,Interpol NCB Islamabad,2025-01-06,2025-12-11,1,Financial transaction monitoring triggered alert.
6141,76429,PAK22306224,Immigration Violation,Medium,Border Security Force,2025-05-28,2026-09-10,0,Tip-off received from confidential informant.
6142,145662,IND95764105,Immigration Violation,Low,FIA Counter-Terrorism Wing,2025-12-20,,1,Alert raised based on travel pattern analysis.
6143,126975,IND52039270,Immigration Violation,High,Border Security Force,2025-02-07,2026-12-10,1,Document discrepancy detected during verification.
6144,89421,PAK12216681,Smuggling,Critical,FIA Counter-Terrorism Wing,2025-05-20,2026-04-11,1,Subject used altered travel documents.
6145,17873,PAK53873419,ECL,Medium,ANF (Anti-Narcotics Force),2025-06-21,2026-02-27,1,
6146,12685,PAK31081851,Immigration Violation,Low,Punjab Police CTD,2025-04-13,2027-03-16,0,
6147,83253,YEM21469552,Interpol,Critical,Balochistan Police,2025-05-09,,1,Subject identified through biometric cross-match.
6148,41326,CHN25647789,Immigration Violation,Low,FIA Cyber Crime Wing,2025-09-05,2026-01-21,1,Subject used altered travel documents.
6149,99834,AFG65983758,Security,Medium,Punjab Police CTD,2025-11-07,2026-05-02,1,Tip-off received from confidential informant.
6150,79932,MMR55587146,Lost Document,Medium,FIA Immigration Wing,2025-12-26,,0,Interpol Red Notice reference: A-8910/2025.
6151,31333,PAK32012454,Immigration Violation,High,IB (Intelligence Bureau),2025-06-27,2027-03-11,1,Financial transaction monitoring triggered alert.
6152,48670,PAK35236436,Lost Document,High,Foreign Government Request,2025-11-23,2026-10-28,1,Repeated visa violations across multiple jurisdictions.
6153,97149,PAK67021645,ECL,Critical,UNHCR Referral,2025-01-28,2025-06-16,1,Subject flagged during routine screening at Torkham Border.
6154,11192,PAK60248653,Immigration Violation,Medium,NACTA,2025-04-19,2027-01-23,1,Interpol Red Notice reference: A-4509/2025.
6155,9450,AFG23660746,Immigration Violation,High,Ministry of Interior,2025-01-10,2025-10-17,1,
6156,120209,IND34698085,Trafficking,High,ANF (Anti-Narcotics Force),2025-09-20,2027-04-14,0,
6157,78205,PAK21240319,ECL,Critical,FIA Counter-Terrorism Wing,2025-02-15,,1,Associated with known smuggling network.
6158,113898,BGD89278363,Lost Document,Low,Foreign Government Request,2025-11-26,,1,Interpol Red Notice reference: A-9262/2025.
6159,13535,IRN95229251,Trafficking,Medium,NAB (National Accountability Bureau),2025-01-11,2026-09-23,1,ECL match confirmed during departure screening.
6160,67916,EGY27427362,Security,High,IB (Intelligence Bureau),2025-11-03,,1,ECL match confirmed during departure screening.
6161,110400,DEU35418346,Fraud,High,FIA Immigration Wing,2025-04-07,,1,Repeated visa violations across multiple jurisdictions.
6162,27243,,ECL,High,Ministry of Interior,2025-09-25,2026-12-07,1,Subject linked to ongoing investigation case #36242.
6163,45772,AFG17550512,Lost Document,Low,ANF (Anti-Narcotics Force),2025-08-02,,1,Financial transaction monitoring triggered alert.
6164,58052,AFG93267262,Security,High,Foreign Government Request,2025-07-19,,1,Associated with known smuggling network.
6165,82469,SOM63133019,Security,Critical,KP Police CTD,2025-10-03,,0,Subject used altered travel documents.
6166,72945,AFG31714676,Lost Document,High,NACTA,2025-05-12,2026-10-25,1,Interpol Red Notice reference: A-7087/2025.
6167,141933,PAK39932064,Immigration Violation,Medium,FIA Counter-Terrorism Wing,2025-11-02,2026-01-31,1,Tip-off received from confidential informant.
6168,128374,IND65342678,Immigration Violation,Medium,FIA Immigration Wing,2025-01-24,2025-04-30,1,Document discrepancy detected during verification.
6169,51029,AFG14355465,Interpol,Critical,UNHCR Referral,2025-08-02,2026-06-14,1,
6170,25304,IRQ69386674,Security,Critical,NAB (National Accountability Bureau),2025-08-20,2026-08-13,0,ECL match confirmed during departure screening.
6171,27124,PAK28075237,Criminal,High,Ministry of Interior,2025-05-18,,1,Subject flagged during routine screening at Chaman Border.
6172,70860,AFG78848951,Immigration Violation,Critical,FIA Immigration Wing,2025-07-19,,1,Document discrepancy detected during verification.
6173,80067,BGD29013740,Trafficking,Critical,Border Security Force,2025-09-07,,1,Reported by foreign intelligence liaison.
6174,146748,PAK88768222,Security,Critical,Ministry of Interior,2025-11-26,,1,Financial transaction monitoring triggered alert.
6175,117829,PAK99295143,Fraud,Medium,IB (Intelligence Bureau),2025-09-01,2027-03-12,1,Interpol Red Notice reference: A-4604/2025.
6176,687,PAK73912828,Immigration Violation,Medium,Ministry of Interior,2025-03-07,2025-09-28,1,Subject identified through biometric cross-match.
6177,13697,IND34556678,Immigration Violation,Low,KP Police CTD,2025-08-19,,1,ECL match confirmed during departure screening.
